,Protein Accession,Length,PE Score,#Confirmed Isoforms,In Reference Proteome
78540,A0A4X1W2X0,389,4,0,0
78541,A0A4X1VWC6,900,4,0,0
78542,A0A4X1TU72,1043,4,0,0
78543,A0A287BKU7,1152,4,0,1
78544,A0A5G2QMH1,489,1,0,1
78545,F1RYK1,379,1,0,1
78546,A0A287B5Z2,635,4,0,1
78547,A0A287BA16,1890,1,0,1
78548,A0A288CFY3,227,1,0,1
78549,A0A286ZK17,309,3,0,1
78550,A0A5G2QZ08,211,4,0,1
78551,A0A286ZXW2,1263,3,0,1
78552,A0A4X1TKR8,322,3,0,0
78553,A0A4X1V784,916,4,0,0
78554,F1RRD9,168,4,0,1
78555,K7GMA7,347,3,0,1
78556,A0A4X1VGA2,1237,3,0,0
78557,F1S046,1202,4,0,1
78558,I3LU19,264,4,0,1
78559,F1STV7,191,3,0,1
78560,A0A286ZLG6,180,1,0,1
78561,F1ST54,517,1,0,1
78562,A0A4X1SPN1,2462,3,0,0
78563,A0A4X1VD23,215,3,0,0
78564,A0A287AGD1,1139,1,0,1
78565,A0A5G2QQ80,1075,4,0,1
78566,A0A4X1T7I2,2499,4,0,0
78567,F6PZX4,398,1,0,1
78568,A0A5G2QF84,479,1,0,1
78569,A0A287A4E7,347,3,0,1
78570,F1RSG0,684,3,0,1
78571,A0A4X1T2T6,595,3,0,0
78572,A0A4X1SZI0,153,4,0,0
78573,A0A4X1TZJ3,1415,3,0,0
78574,A0A4X1UEY8,848,4,0,0
78575,K7GPV8,260,4,0,1
78576,A0A287BBX5,62,4,0,1
78577,A0A4X1VBB6,1248,4,0,0
78578,I3LTD5,326,4,0,1
78579,K7GRA9,833,4,0,1
78580,A0A4X1UEQ7,559,3,0,0
78581,A0A4X1UHM9,1065,3,0,0
78582,A0A287B6H4,949,3,0,1
78583,A0A287BJW3,196,1,0,1
78584,I3LGW8,705,1,0,1
78585,A0A4X1VLL5,686,4,0,0
78586,A0A4X1TUD9,329,3,0,0
78587,Q6J9X9,478,2,0,0
78588,A0A287BBB5,294,1,0,1
78589,A3FG76,871,2,0,0
78590,A0A4X1W1B5,108,4,0,0
78591,A0A4X1T9P0,1872,3,0,0
78592,A0A287ARJ2,621,4,0,1
78593,A0A4X1SS96,545,4,0,0
78594,A0A4X1TB88,570,4,0,0
78595,A0A4X1V3I7,1208,4,0,0
78596,A0A4X1VJL4,911,3,0,0
78597,A0A287AN78,542,4,0,1
78598,A0A287AIQ7,449,3,0,1
78599,A0A4X1TQA5,1045,4,0,0
78600,A0A287AZB1,335,3,0,1
78601,A0A5G2R418,107,4,0,1
78602,A0A4X1V4K5,799,4,0,0
78603,A0A4X1TGN4,1058,3,0,0
78604,A0A5G2R2F9,155,1,0,1
78605,A0A5G2R2L1,207,4,0,1
78606,A0A4X1VMF8,287,3,0,0
78607,F1SBL4,676,3,0,1
78608,A0A286ZUR5,750,4,0,1
78609,A0A4X1TAS4,1470,4,0,0
78610,F1S0P7,685,4,0,1
78611,F1S8E8,457,3,0,1
78612,A0A4X1UBX2,534,3,0,0
78613,A0A287APN2,1423,3,0,1
78614,A0A5G2R7W8,115,4,0,1
78615,A0A4X1TW67,710,4,0,0
78616,A0A4X1W2T0,644,3,0,0
78617,A0A287AA19,736,1,0,1
78618,A0A5G2R8P4,963,4,0,1
78619,A0A5G2QMM0,117,4,0,1
78620,A0A4X1W9N7,210,4,0,0
78621,A0A4X1TCT8,107,4,0,0
78622,A0A5G2REP3,549,4,0,1
78623,A0A287AH49,975,1,0,1
78624,A0A5G2Q7M0,915,4,0,1
78625,F1RPT5,1191,1,0,1
78626,A0A4X1T4X5,552,3,0,0
78627,Q719N2,502,2,0,0
78628,A0A287B4T6,568,4,0,1
78629,I3LCC3,659,3,0,1
78630,A0A287AKU9,655,4,0,1
78631,A9Z1B6,459,3,0,0
78632,A0A4X1U9F9,1492,4,0,0
78633,A0A4X1UJS4,408,3,0,0
78634,A0A4X1U7H7,1037,3,0,0
78635,A0A4X1VSQ4,416,4,0,0
78636,A9X942,327,3,0,0
78637,A0A5S6HFY3,587,3,0,1
78638,A0A287ARV5,200,3,0,1
78639,A0A4X1TJJ6,866,3,0,0
78640,F1RSU2,348,4,0,1
78641,F1SIJ9,376,1,0,1
78642,A0A4X1V1P0,1562,4,0,0
78643,A0A4X1UPG1,288,3,0,0
78644,A0A4X1SQC4,343,3,0,0
78645,Q5U7M3,82,2,0,0
78646,F1SUF4,286,4,0,1
78647,A0A286ZVE6,1598,1,0,1
78648,A0A5G2QRQ4,152,4,0,1
78649,F1SN35,728,3,0,1
78650,A0A4X1UUF7,432,3,0,0
78651,I3LMY9,2554,3,0,1
78652,A0A5G2QYF2,336,3,0,1
78653,A0A076NAG8,221,2,0,0
78654,A0A4X1VPM8,391,4,0,0
78655,A0A4X1SV72,458,3,0,0
78656,A0A4X1V0Z4,142,4,0,0
78657,A0A4X1TX36,366,4,0,0
78658,A0A4X1VUY2,747,4,0,0
78659,A0A4X1SQL9,1410,4,0,0
78660,A0A4X1VPW3,915,3,0,0
78661,F1RJ72,335,3,0,1
78662,A0A287B969,1048,1,0,1
78663,A0A4X1UT20,655,4,0,0
78664,A0A4X1U257,1353,3,0,0
78665,A0A4X1VQW6,601,4,0,0
78666,F1RUU2,200,1,0,1
78667,A0A4X1VB28,1410,4,0,0
78668,A0A287BJR7,1195,4,0,1
78669,A0A5G2QLF8,1211,4,0,1
78670,A0A5G2QM78,629,1,0,1
78671,F1SS34,1167,4,0,1
78672,A0A4X1SPA5,419,3,0,0
78673,Q69GF1,459,3,0,0
78674,A0A5G2RND7,860,1,0,1
78675,F1SLI2,123,3,0,1
78676,A0A5G2QEB5,266,3,0,1
78677,I3LRX7,907,1,0,1
78678,A0A5G2R1A4,271,3,0,1
78679,A0A4X1T6X7,448,3,0,0
78680,A0A287AFW0,1160,1,0,1
78681,A0A4X1VM67,670,4,0,0
78682,A0A4X1UL63,416,4,0,0
78683,A0A5G2RHI7,1272,4,0,1
78684,A0A287BKC3,1609,1,0,1
78685,A0A4X1VPL5,640,3,0,0
78686,A0A4X1STI9,1409,4,0,0
78687,F1RNQ1,1312,3,0,1
78688,A0A4X1U3V6,420,4,0,0
78689,A0A4X1U4G3,190,4,0,0
78690,A0A4X1VMM8,508,4,0,0
78691,F1RJ21,628,3,0,1
78692,K7GPL1,674,4,0,1
78693,G0KXP9,361,2,0,0
78694,A0A5G2RND1,196,4,0,1
78695,A0A4X1SFT8,790,3,0,0
78696,A0A5G2RFU4,290,1,0,1
78697,A0A4X1TN55,672,4,0,0
78698,A0A286ZIC0,565,1,0,1
78699,A0A4X1T867,207,3,0,0
78700,A0A4X1SE91,574,4,0,0
78701,A0A4X1V2T6,1055,4,0,0
78702,T2HR09,364,2,0,0
78703,A0A287A2G6,317,1,0,1
78704,A0A5G2RAH8,101,4,0,1
78705,A0A4X1SIK8,921,3,0,0
78706,A0A4X1TBB5,455,4,0,0
78707,A0A4X1W3I6,1159,4,0,0
78708,A0A4X1VKQ4,623,3,0,0
78709,A0A287BC94,880,1,0,1
78710,A0A5G2QV89,186,3,0,1
78711,A0A4X1SKN4,936,3,0,0
78712,F1RU56,489,3,0,1
78713,Q5RLI3,360,2,0,0
78714,A0A287AKK4,954,3,0,1
78715,A0A5G2R9P0,524,1,0,1
78716,A0A5G2R4V7,380,3,0,1
78717,A0A5G2QFQ6,571,1,0,1
78718,A0A287BIX0,211,1,0,1
78719,A0A4X1V0E2,195,4,0,0
78720,A0A4X1WA25,567,3,0,0
78721,Q8MGX7,364,2,0,0
78722,A0A4X1W0E7,483,3,0,0
78723,I3LJ33,1086,3,0,1
78724,A0A4X1UCU5,1257,4,0,0
78725,A0A4X1W3H2,588,3,0,0
78726,A0A4X1SFT9,541,4,0,0
78727,A0A287AXU6,508,1,0,1
78728,A0A287BBL2,1098,1,0,1
78729,A0A287BNI4,526,4,0,1
78730,A0A287BNF5,360,1,0,1
78731,A0A287AVP1,953,1,0,1
78732,A0A4X1TB75,412,3,0,0
78733,F1SB34,880,4,0,1
78734,F1SS61,1947,1,0,1
78735,A0A4X1VQ71,380,3,0,0
78736,A0A287B1H3,291,3,0,1
78737,A0A4X1UAL6,1169,3,0,0
78738,A0A5G2QBV6,377,1,0,1
78739,A0A4X1TRM4,196,4,0,0
78740,A0A4X1T7V2,1314,4,0,0
78741,A0A480WQB6,275,3,0,0
78742,A0A4X1TVA5,356,4,0,0
78743,A0A4X1U511,744,4,0,0
78744,A0A4X1VLH2,1998,3,0,0
78745,A0A4X1VS01,746,3,0,0
78746,A0A4X1W7D2,460,3,0,0
78747,A0A4X1T242,404,4,0,0
78748,A0A5G2QV27,458,1,0,1
78749,F1S2T8,327,1,0,1
78750,A0A4X1U818,899,4,0,0
78751,A0A4X1TM25,534,4,0,0
78752,A0A4X1SIG8,376,4,0,0
78753,A0A4X1SG44,327,3,0,0
78754,A0A4X1SSV2,517,4,0,0
78755,A0A4X1TPM3,483,3,0,0
78756,F1S987,117,4,0,1
78757,A0A4X1SRP9,388,3,0,0
78758,A0A5G2R298,457,1,0,1
78759,A0A4X1UKI6,426,3,0,0
78760,A0A4X1WAD9,660,3,0,0
78761,A0A5G2QC06,83,4,0,1
78762,A0A4X1SS63,843,3,0,0
78763,A0A5G2R8N1,343,3,0,1
78764,Q8HYS3,210,2,0,0
78765,A0A4X1SNV3,354,3,0,0
78766,A0A5G2R6Z7,123,4,0,1
78767,A0A5G2QG02,532,4,0,1
78768,A0A4X1SQF1,574,4,0,0
78769,A0A5G2QZ98,487,1,0,1
78770,F1RNI3,497,1,0,1
78771,A0A4X1UES9,363,3,0,0
78772,F1S5G9,1464,4,0,1
78773,M3TYP4,483,2,0,0
78774,A0A4X1SPU2,492,3,0,0
78775,A0A4X1T7R1,527,4,0,0
78776,A0A4X1V4D7,1147,4,0,0
78777,A0A286ZZD8,675,3,0,1
78778,A0A4X1SP21,1378,4,0,0
78779,A0A4X1T693,408,4,0,0
78780,A0A287B8Q0,850,1,0,1
78781,A0A5G2QJL4,127,4,0,1
78782,A0A4X1VIV6,260,4,0,0
78783,A0A4X1SZ45,867,4,0,0
78784,A0A5G2QWM0,523,1,0,1
78785,A0A4X1UKC2,167,4,0,0
78786,F1SJ73,184,3,0,1
78787,A0A287A561,831,1,0,1
78788,A0A286ZVG1,288,4,0,1
78789,A0A287BPH6,1320,1,0,1
78790,I3LAG4,355,3,0,1
78791,A0A287AD24,413,1,0,1
78792,F1SKI0,241,1,0,1
78793,A0A5G2QG40,346,3,0,1
78794,F1SDP3,439,1,0,1
78795,A0A5G2QSB6,146,4,0,1
78796,A0A4X1W992,785,4,0,0
78797,A0A4X1UWE7,415,3,0,0
78798,A0A4X1SH07,622,3,0,0
78799,I3LIM8,646,3,0,1
78800,A0A286ZZA9,1239,4,0,1
78801,K7GPW7,632,4,0,0
78802,A0A2C9F394,428,3,0,1
78803,A0A287BCS2,677,4,0,1
78804,Q9TV77,815,2,0,0
78805,A0A4X1W8F1,736,3,0,0
78806,F1SA93,766,3,0,1
78807,A0A4X1SSW1,1260,4,0,0
78808,A0A1D8DAL4,606,3,0,0
78809,F1S0C2,335,1,0,1
78810,A0A1C9J6L2,361,2,0,0
78811,A0A286ZQW9,733,3,0,1
78812,Q5I914,236,3,0,0
78813,A0A4X1T3M6,850,4,0,0
78814,O02737,92,2,0,0
78815,A0A287AMK6,123,3,0,1
78816,A0A4X1VR07,493,4,0,0
78817,A0A287AT82,788,1,0,1
78818,A0A287B2M4,370,1,0,1
78819,F1S407,654,3,0,1
78820,A0A286ZVU5,1045,4,0,1
78821,A0A4X1SW34,580,4,0,0
78822,F1S775,614,1,0,1
78823,A0A4X1T532,1994,3,0,0
78824,A0A4X1VQN9,444,3,0,0
78825,F1RGR9,638,1,0,1
78826,F1S9N2,320,3,0,1
78827,A0A4X1VXB5,574,4,0,0
78828,Q4F787,638,2,0,0
78829,A0A0A0R835,177,4,0,0
78830,F1SQP9,781,3,0,1
78831,B3FK65,742,4,0,0
78832,A0A4X1W6J3,45,3,0,0
78833,F1SLR7,571,4,0,1
78834,A0A4X1V2Y3,413,4,0,0
78835,A0A4X1SQI5,441,4,0,0
78836,A0A4X1TWX3,438,3,0,0
78837,F1SE81,699,4,0,1
78838,A0A4X1T8D9,480,3,0,0
78839,I3L8C7,1410,4,0,1
78840,F1SVC3,1720,3,0,1
78841,A0A4X1V4N4,1146,3,0,0
78842,A0A4X1TBI8,1262,4,0,0
78843,A0A4X1U7N4,510,4,0,0
78844,A0A4X1SM26,927,4,0,0
78845,A0A4X1UKT5,1661,4,0,0
78846,A0A4X1UT69,500,4,0,0
78847,A0A4X1UGY6,554,4,0,0
78848,A0A5G2QGD8,413,1,0,1
78849,A0A4X1V6D1,544,3,0,0
78850,A0A4X1UMS1,1010,3,0,0
78851,A0A4X1U088,544,4,0,0
78852,A0A4X1WD67,464,3,0,0
78853,A0A5G2Q7R7,601,4,0,1
78854,A0A4X1TFW3,231,3,0,0
78855,A0A4X1VPZ0,1053,4,0,0
78856,I3LPU8,278,1,0,1
78857,A0A287AXL1,774,4,0,1
78858,A0A287BNS0,1024,3,0,1
78859,A0A4X1VP66,405,3,0,0
78860,A0A4X1W4C7,514,3,0,0
78861,A0A4X1W341,1180,4,0,0
78862,A0A4X1TWV7,231,4,0,0
78863,A0A5G2R101,470,1,0,1
78864,F1RT48,363,1,0,1
78865,A0A4X1TXZ1,404,4,0,0
78866,A0A5G2R830,796,4,0,1
78867,D3K5M7,551,2,0,0
78868,A0A4X1TDL9,657,4,0,0
78869,A0A4X1TQZ4,1359,4,0,0
78870,A0A5G2RDK0,757,4,0,1
78871,C1KGB6,183,2,0,0
78872,A0A286ZSN1,2055,1,0,1
78873,A0A4X1W1J7,658,4,0,0
78874,I3LH70,1613,1,0,1
78875,A0A5G2RJV6,808,1,0,1
78876,A0A4X1TZP1,311,3,0,0
78877,A0A480QI27,765,4,0,0
78878,A0A5G2R6Z2,121,4,0,1
78879,A0A4X1T6P3,836,3,0,0
78880,A0A5G2R5K2,732,4,0,1
78881,A0A5G2RAX5,123,1,0,1
78882,A0A4X1SPM9,1453,3,0,0
78883,I3LNY9,513,3,0,1
78884,A0A5G2QTK7,250,1,0,1
78885,A0A287B8G5,63,3,0,1
78886,A0A4X1UKY7,751,4,0,0
78887,A0A4X1UWZ9,513,4,0,0
78888,A0A4X1UIN5,295,4,0,0
78889,K7GRU7,614,1,0,1
78890,A0A5G2Q9R4,1111,3,0,1
78891,A0A4X1V3B3,918,4,0,0
78892,A0A4X1TMB2,366,4,0,0
78893,A0A5G2QKK2,963,3,0,1
78894,F1SSD0,614,1,0,1
78895,A0A4X1V5T6,793,4,0,0
78896,F1RFS8,333,1,0,1
78897,F1SA24,306,1,0,1
78898,A0A4X1URW5,589,4,0,0
78899,A0A5G2RDT6,1898,4,0,1
78900,I3LAK5,568,1,0,1
78901,I3L821,1600,4,0,1
78902,A0A4X1SMN6,781,3,0,0
78903,A0A4X1VUL9,1163,3,0,0
78904,A0A287BD92,473,4,0,1
78905,A0A287ANP1,684,4,0,1
78906,A0A4X1TWV6,1015,3,0,0
78907,I3LJ70,452,4,0,1
78908,I3LSW1,294,3,0,0
78909,Q1PSC3,354,2,0,0
78910,A0A4X1UL62,426,4,0,0
78911,F1S0N9,3979,3,0,1
78912,A0A4X1TKK8,500,3,0,0
78913,A0A4X1SR14,391,3,0,0
78914,A0A5G2RAD5,429,4,0,1
78915,A0A4X1V2J6,1805,3,0,0
78916,A0A059U401,379,3,0,0
78917,A0A4X1VX28,371,4,0,0
78918,A0A480VF21,306,3,0,0
78919,A0A4X1UAB7,898,4,0,0
78920,A0A4X1T7Y7,118,3,0,0
78921,A0A5G2R4E1,706,1,0,1
78922,A0A4X1VWD8,326,4,0,0
78923,F1REZ7,1326,4,0,1
78924,F1SDL7,1329,3,0,1
78925,F1S0J2,613,1,0,1
78926,C9W8E7,578,4,0,0
78927,A0A5G2RC31,1238,4,0,1
78928,A0A286ZQW7,682,1,0,1
78929,A0A4X1UKF2,618,3,0,0
78930,A0A4X1SEB4,595,4,0,0
78931,A0A0A7BZG8,361,2,0,0
78932,A0A4X1TZU4,408,3,0,0
78933,A0A4X1UCU6,1136,4,0,0
78934,A0A4X1SKM6,313,4,0,0
78935,A0A5G2R2P5,833,1,0,1
78936,A0A4X1TCH0,399,4,0,0
78937,A0A287AFP7,898,3,0,1
78938,A0A4X1UZT6,863,3,0,0
78939,A0A4X1U1X6,2084,4,0,0
78940,A0A5G2R5S6,296,3,0,1
78941,A0A4X1T797,945,4,0,0
78942,A0A4X1VCK1,118,3,0,0
78943,A0A286ZXK0,401,3,0,1
78944,A0A5G2R1U8,173,4,0,1
78945,A0A4X1WCC3,336,4,0,0
78946,Q68J41,492,2,0,0
78947,A0A5G2QNF6,224,1,0,1
78948,A0A286ZTQ4,385,1,0,1
78949,F1SVA1,387,3,0,1
78950,I3LQ93,1401,3,0,1
78951,F1SDR6,610,3,0,1
78952,A0A4X1UZN2,118,3,0,0
78953,I3LRS3,1130,1,0,1
78954,A0A481PFG4,138,3,0,0
78955,A0A4X1TZH2,135,3,0,0
78956,A0A4X1TW04,358,4,0,0
78957,F1SRP3,702,4,0,1
78958,I3LJ47,452,3,0,1
78959,A0A4X1SDF5,472,4,0,0
78960,A0A286ZQ20,421,4,0,1
78961,Q5UDR2,41,4,0,0
78962,A0A4X1UNL8,383,4,0,0
78963,A0A4Y5UXW2,1641,2,0,0
78964,A0A5G2R187,750,4,0,1
78965,A0A287AZ92,427,3,0,1
78966,A0A4X1UTB1,599,3,0,0
78967,A0A4X1U8X0,202,4,0,0
78968,F1STP2,740,1,0,1
78969,A0A4X1V3L5,2082,4,0,0
78970,A0A286ZK46,183,1,0,1
78971,A0A480EEX9,666,3,0,0
78972,F1RQJ4,1557,1,0,1
78973,A0A4X1TGK7,885,3,0,0
78974,A0A4X1SHZ0,593,3,0,0
78975,F1RHN2,898,1,0,1
78976,F1RUR5,360,4,0,1
78977,A0A4X1SGU5,1332,4,0,0
78978,C7T4Y5,230,4,0,0
78979,A0A5G2R1F7,452,1,0,1
78980,A0A287BKH6,642,1,0,1
78981,F1SFD4,700,3,0,1
78982,F1S284,371,4,0,1
78983,A0A287B6W8,1333,1,0,1
78984,F1SD03,357,3,0,1
78985,F1RFL3,166,4,0,1
78986,F1SCF1,434,3,0,1
78987,A0A4X1SHY1,547,3,0,0
78988,F1SK22,1356,3,0,1
78989,A0A5G2QNN3,333,3,0,1
78990,F1RG13,1477,4,0,1
78991,A0A4X1SH86,265,3,0,0
78992,F1RU09,1433,3,0,1
78993,A0A5G2QFZ3,225,4,0,1
78994,A0A4X1VSH3,1226,4,0,0
78995,A0A287ABC6,578,3,0,1
78996,F1SJ44,309,3,0,1
78997,A0A4X1SK76,1215,4,0,0
78998,A0A287AKJ7,547,4,0,1
78999,A0A4X1WBR9,781,3,0,0
79000,F1SJ12,183,4,0,1
79001,A0A286ZJM7,855,1,0,1
79002,A0A287AWZ0,404,1,0,1
79003,A0A4X1STY7,495,4,0,0
79004,A0A4X1TEA9,975,3,0,0
79005,A0A4X1U3J0,615,4,0,0
79006,A0A4X1UL90,260,4,0,0
79007,F1SDI9,874,1,0,1
79008,A0A287BDR8,299,1,0,1
79009,A0A4X1SQ89,1089,4,0,0
79010,F1S959,2194,3,0,1
79011,A8KEL7,378,3,0,0
79012,A0A4X1SXY5,618,3,0,0
79013,A0A5G2Q8B4,533,4,0,1
79014,F1RRD3,852,1,0,1
79015,A0A5G2QGF4,200,3,0,1
79016,F1RS42,1116,4,0,1
79017,A0A4X1U4Z3,824,4,0,0
79018,A0A4X1STZ6,829,4,0,0
79019,A0A4X1V006,898,4,0,0
79020,A0A287BGP4,963,1,0,1
79021,A0A287BIU6,518,4,0,1
79022,F1SGR1,1653,4,0,1
79023,A0A287BS37,176,1,0,1
79024,A0A286ZIZ1,1216,4,0,1
79025,A0A4X1TAJ2,261,3,0,0
79026,I3LV44,183,4,0,1
79027,A0A287A9K1,800,4,0,1
79028,A0A5G2QSL9,595,1,0,1
79029,F1SME1,1620,1,0,1
79030,A0A5G2QS29,424,4,0,1
79031,A0A287AD55,930,1,0,1
79032,A0A5G2R0J2,235,4,0,1
79033,M5AKU7,724,2,0,0
79034,A0A5G2RDD0,324,4,0,1
79035,A0A287AY59,653,4,0,1
79036,A0A5G2QQ54,1002,3,0,1
79037,F1SFI8,1075,4,0,1
79038,A0A4X1TH45,1654,4,0,0
79039,A0A4X1T7H1,436,3,0,0
79040,Q6GV93,379,3,0,0
79041,A0A4X1TY13,461,3,0,0
79042,A0A4X1TQU4,479,3,0,0
79043,A0A4X1SDB9,85,4,0,0
79044,A0A4X1THX1,354,3,0,0
79045,A0A4X1TPP2,1195,4,0,0
79046,A0A4X1TVE1,663,3,0,0
79047,A0A4X1UV25,571,4,0,0
79048,A0A4X1VF98,224,4,0,0
79049,A0A5G2QSS9,372,3,0,1
79050,I3L6P5,1088,1,0,1
79051,A0A4X1SK57,963,4,0,0
79052,A0A5G2R158,1648,4,0,1
79053,A0A4X1VPF5,638,3,0,0
79054,A0A5G2R2Y7,2357,3,0,1
79055,A0A4X1VQ17,269,4,0,0
79056,F1RYP4,166,4,0,1
79057,A0A4X1TWX4,416,3,0,0
79058,A0A4X1UPK6,572,3,0,0
79059,A0A4X1VEQ9,350,4,0,0
79060,A0A4X1W2J1,572,3,0,0
79061,A0A4X1TQ74,1224,4,0,0
79062,A0A4X1V2N7,1274,4,0,0
79063,A0A4X1V823,731,4,0,0
79064,A0A286ZLT8,466,1,0,1
79065,A0A5G2R1Y0,131,1,0,1
79066,I3LAF0,242,4,0,1
79067,A0A4X1V3Q1,450,3,0,0
79068,A0A4X1V8W1,4639,3,0,0
79069,A0A4X1TEN2,567,4,0,0
79070,F1RMN6,640,3,0,1
79071,A0A480JLC4,468,3,0,0
79072,A0A5G2QC61,442,1,0,1
79073,A0A4X1TNJ7,889,4,0,0
79074,F1ST04,1168,1,0,1
79075,A0A4X1UQU3,1132,3,0,0
79076,A0A4X1TY08,681,3,0,0
79077,A0A287B3U0,830,4,0,1
79078,F1RL85,445,4,0,1
79079,A0A287AE43,734,1,0,1
79080,A0A286ZN77,719,1,0,1
79081,A0A5G2RJ52,466,4,0,1
79082,A0A5G2QEL1,2594,4,0,1
79083,A0A4X1U523,716,4,0,0
79084,A0A287AWW3,478,3,0,1
79085,A0A5G2QZQ2,679,4,0,1
79086,A0A287B024,93,3,0,1
79087,A0A4X1V3D2,225,3,0,0
79088,A0A5G2QFI8,567,1,0,1
79089,A0A5G2QUI0,313,3,0,1
79090,A0A4X1SRB4,1027,3,0,0
79091,A0A286ZIR7,461,4,0,1
79092,F1SUQ3,932,1,0,1
79093,K7GLY0,1184,4,0,1
79094,A0A4X1W714,1173,4,0,0
79095,A0A4X1TZ27,648,3,0,0
79096,A0A287ATC7,1018,4,0,1
79097,A0A5G2QCA9,93,4,0,1
79098,A0A4X1SKT7,343,4,0,0
79099,K7GS83,513,4,0,1
79100,A0A5G2R795,80,4,0,1
79101,A0A5G2RAJ7,990,1,0,1
79102,A0A4X1TIT2,1268,3,0,0
79103,A0A287B9K6,495,1,0,1
79104,A0A5G2QVY5,1021,1,0,1
79105,A0A4X1VBX0,334,3,0,0
79106,K7GQJ6,176,3,0,1
79107,B7SLY2,129,2,0,0
79108,F1RY07,142,3,0,1
79109,A0A5G2RF48,268,3,0,1
79110,A0A287BQA1,142,1,0,1
79111,F1SGG4,517,3,0,1
79112,A0A4X1WCY3,1077,4,0,0
79113,A0A5G2QRS8,360,4,0,1
79114,A0A5G2QEF1,668,3,0,1
79115,A0A287AQ53,1626,4,0,1
79116,A0A4X1VFG7,950,3,0,0
79117,A0A4X1VB96,2991,4,0,0
79118,F1SBZ4,859,4,0,1
79119,A0A287BSL4,910,1,0,1
79120,F1RH62,312,3,0,1
79121,A0A5G2QYK8,867,4,0,1
79122,A0A287BQ84,997,4,0,1
79123,A0A286ZTR7,1005,1,0,1
79124,A0A4X1W9E8,626,4,0,0
79125,A7YX23,333,2,0,0
79126,I3LSD5,342,4,0,1
79127,F1SPR8,499,4,0,1
79128,A0A287AFV5,334,4,0,1
79129,A0A287AU76,2425,4,0,1
79130,A0A286ZV09,1057,4,0,1
79131,Q1HB17,514,3,0,0
79132,F1RY12,397,3,0,1
79133,I3L7H1,805,4,0,1
79134,I3LK60,472,3,0,1
79135,A0A5G2RIY3,271,4,0,1
79136,F1STM2,601,3,0,1
79137,A0A4X1VWJ0,290,3,0,0
79138,A0A4X1U6I3,803,4,0,0
79139,A0A286ZQI3,443,1,0,1
79140,F1SNF1,269,4,0,1
79141,K7GLK8,485,3,0,1
79142,A0A4X1SLP3,758,3,0,0
79143,A0A4X1VJX0,657,3,0,0
79144,A0A287BJ20,476,3,0,1
79145,T1RTT4,353,2,0,0
79146,F1RX69,237,4,0,1
79147,A0A287BHM3,594,3,0,1
79148,F1SJT0,786,4,0,1
79149,A0A4X1VQA7,1255,3,0,0
79150,F1SLL4,703,1,0,1
79151,Q0PXR0,119,3,0,0
79152,U5NEE3,963,2,0,0
79153,A0A4X1VV59,403,3,0,0
79154,A0A287A564,715,4,0,1
79155,F1RX95,431,4,0,1
79156,A0A4X1TXM2,781,3,0,0
79157,D3Y4D2,37,1,0,0
79158,A0A4X1WAI1,675,4,0,0
79159,I3LET5,1272,4,0,1
79160,A0A5G2Q9S0,404,1,0,1
79161,A0A4X1TEJ5,733,3,0,0
79162,A0A5G2QYQ2,1081,1,0,1
79163,A0A4X1T241,1052,4,0,0
79164,A0A287BTF2,988,1,0,1
79165,A0A286ZJZ8,333,3,0,1
79166,F1RXT8,610,3,0,1
79167,A0A287ARD1,277,3,0,1
79168,A0A5G2QGM5,1003,1,0,1
79169,A0A5G2QJA2,495,4,0,1
79170,I3LF46,316,3,0,1
79171,A0A4X1W5A5,1615,4,0,0
79172,I3LR64,196,1,0,1
79173,A0A287BGF0,834,1,0,1
79174,A0A4X1T001,374,3,0,0
79175,F1SR78,978,4,0,1
79176,I3LGF9,1119,4,0,1
79177,A0A4X1VSE0,4785,4,0,0
79178,A0A5G2QSU6,458,3,0,1
79179,A0A4X1SN13,268,3,0,0
79180,A0A5G2Q7G2,112,4,0,1
79181,A0A4X1U4I8,850,3,0,0
79182,A0A287ADU3,2822,4,0,1
79183,A0A4X1SR55,401,4,0,0
79184,A0A4X1UZ78,282,3,0,0
79185,A0A5G2QTA6,769,1,0,1
79186,A0A287AJV7,374,1,0,1
79187,A0A5G2QM32,420,1,0,1
79188,A0A5G2RBD4,1691,3,0,1
79189,A0A5G2QDS6,557,3,0,1
79190,A0A4X1ULP2,1264,4,0,0
79191,A0A5G2R6Y6,309,3,0,1
79192,A0A4X1SL30,193,3,0,0
79193,A0A5G2RBV7,185,4,0,1
79194,A0A5G2RD95,252,4,0,1
79195,A0A4X1U3P3,426,3,0,0
79196,A0A4X1T9N1,1122,4,0,0
79197,A0A4X1SM25,492,4,0,0
79198,F1S5Q2,495,4,0,1
79199,A0A4X1T5H3,294,4,0,0
79200,A0A4X1TFU8,848,4,0,0
79201,A0A4X1VZ88,337,4,0,0
79202,F2Z572,319,1,0,1
79203,A0A480QG38,504,4,0,0
79204,A0A4X1U149,279,4,0,0
79205,K7GLL1,451,1,0,1
79206,A0A5G2QY33,231,1,0,1
79207,A0A4X1TWA8,300,3,0,0
79208,A0A287BRY6,667,1,0,1
79209,A0A287BRD5,737,1,0,1
79210,A0A4X1U117,1180,4,0,0
79211,A0A5G2R5W4,242,4,0,1
79212,A0A4X1V3W7,1292,4,0,0
79213,A0A287BSQ4,495,1,0,1
79214,A0A286ZT56,1071,1,0,1
79215,A0A4X1USD5,87,3,0,0
